,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
7739,VREX,16.48,2020-11-30,5406000.32,VREX,28.81,2021-11-30,15308423.979999999
7740,VRML,1.44,2018-03-13,45470.88,VRML,1.16,2019-03-13,130401.4
7741,VRML,1.28,2019-03-28,225250.56,VRML,0.77,2020-03-27,528876.04
7742,VRML,0.85,2020-04-07,130856.65,VRML,6.32,2021-04-07,4652859.84
7743,VRNS,17.85,2018-02-13,45405259.2,VRNS,18.27,2019-02-13,60978536.64
7744,VRNS,16.67,2019-02-12,338522991.06000006,VRNS,29.86,2020-02-12,30561471.12
7745,VRNS,29.93,2020-02-11,77519388.39,VRNS,68.5,2021-02-10,127698522.0
7746,VRNS,64.75,2021-02-09,261713025.0,VRNS,39.56,2022-02-09,40088442.480000004
7747,VRNT,21.57,2018-03-29,54757709.85,VRNT,30.24,2019-03-29,86290354.08
7748,VRNT,29.04,2019-03-28,146962408.56,VRNT,21.05,2020-03-27,24288984.55
7749,VRNT,21.84,2020-03-31,55501205.76,VRNT,45.54,2021-03-31,92886253.02
7750,VRS,17.91,2018-03-08,12367983.33,VRS,19.02,2019-03-08,8419336.14
7751,VRS,20.01,2019-03-01,16262947.410000002,VRS,16.2,2020-03-02,7092360.0
7752,VRS,16.2,2020-03-02,7092360.0,VRS,12.54,2021-03-02,5468079.54
7753,VRS,12.85,2021-03-01,5759614.149999999,VRS,26.55,2022-03-01,12028875.75
7754,VRSK,98.51,2018-02-20,143944289.65,VRSK,121.9,2019-02-20,173395192.20000002
7755,VRSK,124.92,2019-02-19,136182912.12,VRSK,165.48,2020-02-19,198012706.07999998
7756,VRSK,170.8,2020-02-18,191388402.8,VRSK,187.56,2021-02-17,171256159.44
7757,VRSK,186.91,2021-02-23,290011798.92,VRSK,182.69,2022-02-23,461126367.48
7758,VRSN,116.47,2018-02-16,270096725.28,VRSN,175.12,2019-02-19,97895932.64
7759,VRSN,176.58,2019-02-15,96451704.18,VRSN,209.4,2020-02-18,75565340.4
7760,VRSN,210.0,2020-02-14,110569620.0,VRSN,201.65,2021-02-16,191301725.3
7761,VRSN,200.56,2021-02-19,128973316.96000001,VRSN,207.9,2022-02-22,132579909.0
